"Timestamp","State","LocalAddress","LocalPort","RemoteAddress","RemotePort","OwningProcess"
"2026-06-18T05:41:23.9274194+00:00","Bound","0.0.0.0","50005","0.0.0.0","0","3056"
"2026-06-18T05:41:23.9274194+00:00","Bound","0.0.0.0","50004","0.0.0.0","0","3056"
"2026-06-18T05:41:23.9274194+00:00","Bound","0.0.0.0","50003","0.0.0.0","0","3056"
"2026-06-18T05:41:23.9274194+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:23.9274194+00:00","SynSent","127.0.0.1","50005","127.0.0.1","4449","3056"
"2026-06-18T05:41:23.9274194+00:00","SynSent","127.0.0.1","50004","127.0.0.1","4449","3056"
"2026-06-18T05:41:23.9274194+00:00","SynSent","127.0.0.1","50003","127.0.0.1","4449","3056"
"2026-06-18T05:41:23.9274194+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:23.9274194+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:24.4634061+00:00","Bound","0.0.0.0","50007","0.0.0.0","0","3056"
"2026-06-18T05:41:24.4790224+00:00","Bound","0.0.0.0","50006","0.0.0.0","0","3056"
"2026-06-18T05:41:24.4790224+00:00","Bound","0.0.0.0","50005","0.0.0.0","0","3056"
"2026-06-18T05:41:24.4790224+00:00","Bound","0.0.0.0","50004","0.0.0.0","0","3056"
"2026-06-18T05:41:24.4790224+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:24.4790224+00:00","SynSent","127.0.0.1","50007","127.0.0.1","4449","3056"
"2026-06-18T05:41:24.4790224+00:00","SynSent","127.0.0.1","50006","127.0.0.1","4449","3056"
"2026-06-18T05:41:24.4790224+00:00","SynSent","127.0.0.1","50005","127.0.0.1","4449","3056"
"2026-06-18T05:41:24.4790224+00:00","SynSent","127.0.0.1","50004","127.0.0.1","4449","3056"
"2026-06-18T05:41:24.4790224+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:24.4790224+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:25.0288181+00:00","Bound","0.0.0.0","50007","0.0.0.0","0","3056"
"2026-06-18T05:41:25.0288181+00:00","Bound","0.0.0.0","50006","0.0.0.0","0","3056"
"2026-06-18T05:41:25.0288181+00:00","Bound","0.0.0.0","50005","0.0.0.0","0","3056"
"2026-06-18T05:41:25.0288181+00:00","Bound","0.0.0.0","50004","0.0.0.0","0","3056"
"2026-06-18T05:41:25.0444444+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:25.0444444+00:00","SynSent","127.0.0.1","50007","127.0.0.1","4449","3056"
"2026-06-18T05:41:25.0444444+00:00","SynSent","127.0.0.1","50006","127.0.0.1","4449","3056"
"2026-06-18T05:41:25.0444444+00:00","SynSent","127.0.0.1","50005","127.0.0.1","4449","3056"
"2026-06-18T05:41:25.0444444+00:00","SynSent","127.0.0.1","50004","127.0.0.1","4449","3056"
"2026-06-18T05:41:25.0444444+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:25.0444444+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:25.5788904+00:00","Bound","0.0.0.0","50007","0.0.0.0","0","3056"
"2026-06-18T05:41:25.5788904+00:00","Bound","0.0.0.0","50006","0.0.0.0","0","3056"
"2026-06-18T05:41:25.5788904+00:00","Bound","0.0.0.0","50005","0.0.0.0","0","3056"
"2026-06-18T05:41:25.5788904+00:00","Bound","0.0.0.0","50004","0.0.0.0","0","3056"
"2026-06-18T05:41:25.5788904+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:25.5788904+00:00","SynSent","127.0.0.1","50007","127.0.0.1","4449","3056"
"2026-06-18T05:41:25.5788904+00:00","SynSent","127.0.0.1","50006","127.0.0.1","4449","3056"
"2026-06-18T05:41:25.5944937+00:00","SynSent","127.0.0.1","50005","127.0.0.1","4449","3056"
"2026-06-18T05:41:25.5944937+00:00","SynSent","127.0.0.1","50004","127.0.0.1","4449","3056"
"2026-06-18T05:41:25.5944937+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:25.5944937+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:26.1287133+00:00","Bound","0.0.0.0","50010","0.0.0.0","0","3056"
"2026-06-18T05:41:26.1287133+00:00","Bound","0.0.0.0","50009","0.0.0.0","0","3056"
"2026-06-18T05:41:26.1287133+00:00","Bound","0.0.0.0","50008","0.0.0.0","0","3056"
"2026-06-18T05:41:26.1287133+00:00","Bound","0.0.0.0","50007","0.0.0.0","0","3056"
"2026-06-18T05:41:26.1287133+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:26.1287133+00:00","SynSent","127.0.0.1","50010","127.0.0.1","4449","3056"
"2026-06-18T05:41:26.1287133+00:00","SynSent","127.0.0.1","50009","127.0.0.1","4449","3056"
"2026-06-18T05:41:26.1443675+00:00","SynSent","127.0.0.1","50008","127.0.0.1","4449","3056"
"2026-06-18T05:41:26.1443675+00:00","SynSent","127.0.0.1","50007","127.0.0.1","4449","3056"
"2026-06-18T05:41:26.1443675+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:26.1443675+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:26.6948140+00:00","Bound","0.0.0.0","50011","0.0.0.0","0","3056"
"2026-06-18T05:41:26.6948140+00:00","Bound","0.0.0.0","50010","0.0.0.0","0","3056"
"2026-06-18T05:41:26.6948140+00:00","Bound","0.0.0.0","50009","0.0.0.0","0","3056"
"2026-06-18T05:41:26.6948140+00:00","Bound","0.0.0.0","50008","0.0.0.0","0","3056"
"2026-06-18T05:41:26.6948140+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:26.6948140+00:00","SynSent","127.0.0.1","50011","127.0.0.1","4449","3056"
"2026-06-18T05:41:26.6948140+00:00","SynSent","127.0.0.1","50010","127.0.0.1","4449","3056"
"2026-06-18T05:41:26.7104446+00:00","SynSent","127.0.0.1","50009","127.0.0.1","4449","3056"
